Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier,13-1111,Management Analysts,760,100172,83588,62405,119054
10,9,Southern Tier,13-1121,"Meeting, Convention, and Event Planners",170,62354,57798,43163,71951
10,9,Southern Tier,13-1131,Fundraisers,330,76809,68275,50308,90059
10,9,Southern Tier,13-1141,"Compensation, Benefits, and Job Analysis Specialists",170,84024,79600,57604,97233
10,9,Southern Tier,13-1151,Training and Development Specialists,690,67647,63139,40095,81424
10,9,Southern Tier,13-1161,Market Research Analysts and Marketing Specialists,1000,83137,72546,46440,101486
10,9,Southern Tier,13-1199,"Business Operations Specialists, All Other",630,83247,77234,48745,100497
10,9,Southern Tier,13-2011,Accountants and Auditors,1800,92270,81318,57207,109802
10,9,Southern Tier,13-2020,Appraisers and Assessors of Real Estate,160,79143,72519,48471,94479
10,9,Southern Tier,13-2031,Budget Analysts,70,91450,83977,66788,103780
10,9,Southern Tier,13-2041,Credit Analysts,80,94631,74116,61091,111400
10,9,Southern Tier,13-2051,Financial Analysts,370,100002,84356,67804,116102
10,9,Southern Tier,13-2052,Personal Financial Advisors,230,145653,111682,63748,186607
10,9,Southern Tier,13-2053,Insurance Underwriters,120,82585,76814,57463,95146
10,9,Southern Tier,13-2054,Financial Risk Specialists,50,95802,83836,54639,116384
10,9,Southern Tier,13-2061,Financial Examiners,80,79427,67999,48644,94818
10,9,Southern Tier,13-2071,Credit Counselors,70,64222,62771,49665,71501
10,9,Southern Tier,13-2072,Loan Officers,340,91153,66526,47976,112741
10,9,Southern Tier,13-2081,"Tax Examiners and Collectors, and Revenue Agents",,58117,43347,37700,68326
10,9,Southern Tier,13-2082,Tax Preparers,150,50670,46642,34587,58712
10,9,Southern Tier,13-2099,"Financial Specialists, All Other",60,72716,55044,48159,84993
10,9,Southern Tier,15-0000,Computer and Mathematical Occupations,6120,103486,93243,58183,126137
10,9,Southern Tier,15-1211,Computer Systems Analysts,360,96079,89163,64504,111867
10,9,Southern Tier,15-1212,Information Security Analysts,150,111985,108292,72175,131890
10,9,Southern Tier,15-1221,Computer and Information Research Scientists,70,149298,145838,78001,184946
10,9,Southern Tier,15-1231,Computer Network Support Specialists,230,62309,59705,45137,70895
10,9,Southern Tier,15-1232,Computer User Support Specialists,910,60481,58458,41006,70219
10,9,Southern Tier,15-1241,Computer Network Architects,200,126264,107802,75190,151801
10,9,Southern Tier,15-1242,Database Administrators,90,86615,87122,59961,99942
10,9,Southern Tier,15-1243,Database Architects,,109729,99102,72406,128391
10,9,Southern Tier,15-1244,Network and Computer Systems Administrators,620,96342,88784,64932,112047
10,9,Southern Tier,15-1251,Computer Programmers,240,91791,89456,64181,105596
10,9,Southern Tier,15-1252,Software Developers,1970,126496,115966,83284,148103
10,9,Southern Tier,15-1253,Software Quality Assurance Analysts and Testers,220,100138,100873,70121,115148
10,9,Southern Tier,15-1254,Web Developers,80,93018,86082,53712,112671
10,9,Southern Tier,15-1255,Web and Digital Interface Designers,190,121340,137524,53081,155469
10,9,Southern Tier,15-1299,"Computer Occupations, All Other",220,88208,70750,53563,105530
10,9,Southern Tier,15-2011,Actuaries,,155412,130695,81845,192195
10,9,Southern Tier,15-2031,Operations Research Analysts,50,88155,73885,54693,104886
10,9,Southern Tier,15-2041,Statisticians,130,171027,167877,119920,196580
10,9,Southern Tier,15-2051,Data Scientists,290,95669,83190,59285,113863
10,9,Southern Tier,17-0000,Architecture and Engineering Occupations,5250,99548,89437,62950,117847
10,9,Southern Tier,17-1011,"Architects, Except Landscape and Naval",110,124499,104676,73592,149952
10,9,Southern Tier,17-1012,Landscape Architects,,89472,83058,66874,100771
10,9,Southern Tier,17-1021,Cartographers and Photogrammetrists,,80587,79103,66906,87428
10,9,Southern Tier,17-1022,Surveyors,60,79590,80163,48748,95011
10,9,Southern Tier,17-2011,Aerospace Engineers,,139118,132337,92407,162473
10,9,Southern Tier,17-2031,Biomedical Engineers,,101906,88882,77535,114092
10,9,Southern Tier,17-2041,Chemical Engineers,,122227,113782,85202,140740
10,9,Southern Tier,17-2051,Civil Engineers,500,101454,91121,71965,116198
10,9,Southern Tier,17-2061,Computer Hardware Engineers,220,137488,147315,88173,162145
10,9,Southern Tier,17-2071,Electrical Engineers,480,123238,115812,85405,142154
10,9,Southern Tier,17-2072,"Electronics Engineers, Except Computer",250,114812,102500,77672,133381
10,9,Southern Tier,17-2081,Environmental Engineers,80,98074,86641,66039,114091
10,9,Southern Tier,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,118891,124023,83598,136537
10,9,Southern Tier,17-2112,Industrial Engineers,960,102230,96622,75108,115791
10,9,Southern Tier,17-2131,Materials Engineers,90,122406,116554,92193,137512
10,9,Southern Tier,17-2141,Mechanical Engineers,490,102853,98051,73360,117599
10,9,Southern Tier,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,108300,97225,68867,128016
10,9,Southern Tier,17-2199,"Engineers, All Other",320,123352,112742,83756,143151
10,9,Southern Tier,17-3011,Architectural and Civil Drafters,110,70023,64970,52175,78946
10,9,Southern Tier,17-3012,Electrical and Electronics Drafters,,63246,53458,42480,73630
10,9,Southern Tier,17-3013,Mechanical Drafters,80,68252,63605,50453,77151
10,9,Southern Tier,17-3019,"Drafters, All Other",,69322,58660,49312,79327
10,9,Southern Tier,17-3021,Aerospace Engineering and Operations Technicians,,64411,65094,53171,70031
10,9,Southern Tier,17-3022,Civil Engineering Technicians,60,68349,70757,51089,76980
10,9,Southern Tier,17-3023,Electrical and Electronic Engineering Technicians,310,72376,71274,47732,84698
10,9,Southern Tier,17-3024,Electro-Mechanical Technicians,,159011,91079,60805,208114
10,9,Southern Tier,17-3025,Environmental Engineering Technicians,,60292,59617,47069,66903
10,9,Southern Tier,17-3026,Industrial Engineering Technicians,350,68369,68646,50839,77135
10,9,Southern Tier,17-3027,Mechanical Engineering Technicians,120,70154,72999,47269,81597
10,9,Southern Tier,17-3028,Calibration Technologists and Technicians,,67841,66885,51972,75775
10,9,Southern Tier,17-3029,"Engineering Technicians, Except Drafters, All Other",250,65433,64337,48686,73806
10,9,Southern Tier,17-3031,Surveying and Mapping Technicians,50,60421,60824,43399,68931
10,9,Southern Tier,19-0000,"Life, Physical, and Social Science Occupations",3200,81735,69608,48573,98314
10,9,Southern Tier,19-1012,Food Scientists and Technologists,,78275,68090,53854,90486
10,9,Southern Tier,19-1013,Soil and Plant Scientists,,81476,61778,59661,92383
10,9,Southern Tier,19-1022,Microbiologists,,83117,78302,59198,95076
10,9,Southern Tier,19-1023,Zoologists and Wildlife Biologists,,82869,78171,66530,91038
10,9,Southern Tier,19-1029,"Biological Scientists, All Other",130,92577,80295,70062,103835
10,9,Southern Tier,19-1031,Conservation Scientists,60,80133,67005,44933,97734
10,9,Southern Tier,19-1032,Foresters,,85805,82419,62762,97326
10,9,Southern Tier,19-1099,"Life Scientists, All Other",,98430,85267,67284,114003
10,9,Southern Tier,19-2012,Physicists,50,148606,163899,80222,182799
10,9,Southern Tier,19-2031,Chemists,160,98024,86667,57852,118110
10,9,Southern Tier,19-2032,Materials Scientists,80,125196,108876,94299,140645
10,9,Southern Tier,19-2041,"Environmental Scientists and Specialists, Including Health",110,78492,76659,58812,88332
10,9,Southern Tier,19-2099,"Physical Scientists, All Other",60,185566,183152,97857,229420
10,9,Southern Tier,19-3011,Economists,,131014,117357,74631,159206
10,9,Southern Tier,19-3033,Clinical and Counseling Psychologists,140,97666,92727,62454,115272
10,9,Southern Tier,19-3034,School Psychologists,180,83299,79727,61322,94288
10,9,Southern Tier,19-3039,"Psychologists, All Other",,136248,130991,81491,163626
10,9,Southern Tier,19-3051,Urban and Regional Planners,110,92721,85252,58191,109986
10,9,Southern Tier,19-3093,Historians,,50219,38607,33422,58616
10,9,Southern Tier,19-3099,"Social Scientists and Related Workers, All Other",70,82195,60472,56557,95014
10,9,Southern Tier,19-4021,Biological Technicians,200,55770,50443,41517,62895
10,9,Southern Tier,19-4031,Chemical Technicians,130,56034,52009,42770,62665
10,9,Southern Tier,19-4042,"Environmental Science and Protection Technicians, Including Health",50,63041,59797,44111,72505
10,9,Southern Tier,19-4061,Social Science Research Assistants,110,57191,52081,37725,66924
10,9,Southern Tier,19-4071,Forest and Conservation Technicians,,57331,55997,43039,64477
10,9,Southern Tier,19-4092,Forensic Science Technicians,,68629,72383,46195,79847
10,9,Southern Tier,19-4099,"Life, Physical, and Social Science Technicians, All Other",450,58743,63346,42758,66736
10,9,Southern Tier,19-5011,Occupational Health and Safety Specialists,200,83881,80348,57671,96986
10,9,Southern Tier,19-5012,Occupational Health and Safety Technicians,,64316,64422,46264,73341
10,9,Southern Tier,21-0000,Community and Social Service Occupations,6200,61875,59631,41574,72026
10,9,Southern Tier,21-1012,"Educational, Guidance, School, and Vocational Counselors",850,67041,65020,49041,76042
10,9,Southern Tier,21-1013,Marriage and Family Therapists,,76588,78569,52775,88495
10,9,Southern Tier,21-1015,Rehabilitation Counselors,130,47273,38359,36392,52713
10,9,Southern Tier,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",620,66560,62822,48235,75722
10,9,Southern Tier,21-1019,"Counselors, All Other",,47252,45815,41922,49917
10,9,Southern Tier,21-1021,"Child, Family, and School Social Workers",780,70728,63421,50679,80754
10,9,Southern Tier,21-1022,Healthcare Social Workers,580,58825,55693,44685,65894
10,9,Southern Tier,21-1023,Mental Health and Substance Abuse Social Workers,350,75669,75440,56322,85342
10,9,Southern Tier,21-1029,"Social Workers, All Other",170,83031,81024,71420,88836
10,9,Southern Tier,21-1091,Health Educators,120,59157,59025,43507,66982
10,9,Southern Tier,21-1092,Probation Officers and Correctional Treatment Specialists,200,78963,79912,58336,89276
10,9,Southern Tier,21-1093,Social and Human Service Assistants,1540,47709,44964,36032,53548
10,9,Southern Tier,21-1094,Community Health Workers,180,49433,48130,37467,55416
10,9,Southern Tier,21-1099,"Community and Social Service Specialists, All Other",320,71898,72288,55328,80184
10,9,Southern Tier,21-2011,Clergy,160,66813,60740,43288,78575
10,9,Southern Tier,21-2021,"Directors, Religious Activities and Education",110,49124,38954,36356,55508
10,9,Southern Tier,21-2099,"Religious Workers, All Other",,38358,32706,32240,41501
10,9,Southern Tier,23-0000,Legal Occupations,1490,109871,86651,52019,138797
10,9,Southern Tier,23-1011,Lawyers,750,135072,106984,70723,167246
10,9,Southern Tier,23-1012,Judicial Law Clerks,,87526,62587,41258,110660
10,9,Southern Tier,23-1023,"Judges, Magistrate Judges, and Magistrates",140,165974,176490,99533,199195
10,9,Southern Tier,23-2011,Paralegals and Legal Assistants,480,59723,58962,44999,67086
10,9,Southern Tier,23-2093,"Title Examiners, Abstractors, and Searchers",,62446,60102,39802,73768
10,9,Southern Tier,23-2099,"Legal Support Workers, All Other",60,97995,87975,60135,116925
10,9,Southern Tier,25-0000,"Education, Training, and Library Occupations",25560,74576,62697,36808,93460
10,9,Southern Tier,25-1011,"Business Teachers, Postsecondary",630,106085,98839,55564,131345
10,9,Southern Tier,25-1021,"Computer Science Teachers, Postsecondary",190,101359,102376,57371,123352
10,9,Southern Tier,25-1022,"Mathematical Science Teachers, Postsecondary",190,92895,86002,57125,110780
10,9,Southern Tier,25-1032,"Engineering Teachers, Postsecondary",180,119017,107171,73148,141951
10,9,Southern Tier,25-1042,"Biological Science Teachers, Postsecondary",190,109302,85948,62347,132779
10,9,Southern Tier,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",80,90168,80456,47991,111257
10,9,Southern Tier,25-1052,"Chemistry Teachers, Postsecondary",110,103800,88567,60233,125584
10,9,Southern Tier,25-1053,"Environmental Science Teachers, Postsecondary",,90698,79506,58976,106559
10,9,Southern Tier,25-1054,"Physics Teachers, Postsecondary",60,102337,83308,68026,119493
10,9,Southern Tier,25-1061,"Anthropology and Archeology Teachers, Postsecondary",50,107213,104476,57803,131917
10,9,Southern Tier,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",140,92706,83801,60126,108996
10,9,Southern Tier,25-1063,"Economics Teachers, Postsecondary",80,156821,141393,88295,191085
10,9,Southern Tier,25-1065,"Political Science Teachers, Postsecondary",90,128714,107815,71413,157364
10,9,Southern Tier,25-1066,"Psychology Teachers, Postsecondary",200,110284,86467,64060,133395
10,9,Southern Tier,25-1067,"Sociology Teachers, Postsecondary",60,95943,84125,68448,109691
10,9,Southern Tier,25-1069,"Social Sciences Teachers, Postsecondary, All Other",140,63327,52523,41648,74165
10,9,Southern Tier,25-1071,"Health Specialties Teachers, Postsecondary",1200,172104,141782,69658,223327
10,9,Southern Tier,25-1072,"Nursing Instructors and Teachers, Postsecondary",290,86112,82921,49644,104347
10,9,Southern Tier,25-1081,"Education Teachers, Postsecondary",250,103599,85959,60821,124988
10,9,Southern Tier,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,94246,71142,51525,115606
10,9,Southern Tier,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1270,141734,105827,65722,179740
10,9,Southern Tier,25-1122,"Communications Teachers, Postsecondary",130,92254,81466,56179,110291
10,9,Southern Tier,25-1123,"English Language and Literature Teachers, Postsecondary",320,105756,76542,58543,129363
10,9,Southern Tier,25-1124,"Foreign Language and Literature Teachers, Postsecondary",90,101858,78193,55646,124963
10,9,Southern Tier,25-1125,"History Teachers, Postsecondary",100,107155,99242,70322,125571
10,9,Southern Tier,25-1126,"Philosophy and Religion Teachers, Postsecondary",140,107397,95040,61810,130190
10,9,Southern Tier,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",50,96251,84232,63350,112701
10,9,Southern Tier,25-1194,"Vocational Education Teachers, Postsecondary",90,78217,70112,54164,90245
10,9,Southern Tier,25-1199,"Postsecondary Teachers, All Other",90,91886,78230,53885,110887
10,9,Southern Tier,25-2011,"Preschool Teachers, Except Special Education",620,47533,38756,33950,54324
10,9,Southern Tier,25-2012,"Kindergarten Teachers, Except Special Education",250,68852,64743,50245,78155
10,9,Southern Tier,25-2021,"Elementary School Teachers, Except Special Education",3280,71515,65920,52999,80773
10,9,Southern Tier,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1050,73070,73692,55796,81707
10,9,Southern Tier,25-2023,"Career/Technical  Education Teachers, Middle School",60,75435,74342,57773,84266
10,9,Southern Tier,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2410,74371,76875,54198,84457
10,9,Southern Tier,25-2032,"Career/Technical Education Teachers, Secondary School",410,71632,70113,57153,78872
10,9,Southern Tier,25-2051,"Special Education Teachers, Preschool",70,58810,51484,47561,64435
